"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"311",387,5629,0,38,0,4,22035.5949296901,"No",158036.525722481,"Yes","M","z_High School","Clerical",32.0955532047559,"Commercial",7500,6,"Pickup","yes",9416,1,"No",2,NA,"Highly Urban/ Urban"
"312",389,4027,0,35,1,0,0,"No",0,"Yes","z_F","z_High School","Student",52.563570723099,"Private",11630,1,"z_SUV","no",9624,2,"No",6,1,"Highly Urban/ Urban"
"313",390,3440,0,33,3,0,0,"Yes",0,"z_No","z_F","<High School","Home Maker",33.7415399886663,"Private",7810,1,"Sports Car","no",31379,5,"Yes",5,6,"Highly Urban/ Urban"
"314",391,6110.79990376112,2,40,2,5,16574.806123338,"No",158720.147150663,"Yes","M","z_High School","Clerical",34.4085276222581,"Private",7160,3,"Pickup","yes",0,0,"No",2,1,"Highly Urban/ Urban"
"315",392,1335,0,45,0,10,67263.2167305906,"No",212756.843372878,"Yes","M","Bachelors","Professional",50.235390616414,"Commercial",32270,7,"Panel Truck","no",0,0,"Yes",0,NA,"Highly Urban/ Urban"
"316",393,27254.0008611404,0,29,1,9,444.520365833464,"Yes",97182.6804982063,"z_No","z_F","Bachelors","Home Maker",31.9206163120314,"Private",16060,10,"z_SUV","no",2555,3,"No",0,13,"Highly Urban/ Urban"
"317",394,16012.261907231,2,42,2,17,51607.8166857809,"No",169843.473443806,"Yes","z_F","z_High School","Clerical",35.3038400952166,"Private",10860,3,"z_SUV","no",7497,1,"No",5,1,"Highly Urban/ Urban"
"318",395,1070,0,52,0,13,77351.0582441702,"No",187878.753213916,"Yes","M","Masters","",50.6956786062354,"Commercial",6700,10,"Pickup","yes",5984,2,"No",6,16,"Highly Urban/ Urban"
"319",397,6431,0,49,0,11,52484.9121808595,"No",0,"z_No","M","Masters","Lawyer",39.87843449708,"Private",19830,4,"Van","yes",0,0,"No",3,18,"Highly Urban/ Urban"
"320",399,5109.64597238303,0,42,0,0,0,"No",0,"Yes","M","Bachelors","Student",12.9640379987486,"Commercial",5700,10,"Pickup","no",0,0,"No",5,1,"Highly Urban/ Urban"
"321",400,5485,0,54,0,14,81523.6074835948,"No",NA,"z_No","M","Masters","Lawyer",49.6697907673308,"Private",10650,1,"Pickup","no",0,0,"Yes",0,15,"Highly Urban/ Urban"
"322",401,1438,0,43,2,0,0,"No",117110.522589538,"Yes","z_F","<High School","Home Maker",43.7898628401772,"Private",5800,6,"Sports Car","no",4959,1,"No",3,6,"Highly Urban/ Urban"
"323",402,9623.13641777061,0,33,1,14,46780.3889742663,"No",142429.824823579,"Yes","M","z_High School","Clerical",37.7963711662531,"Commercial",9480,9,"Pickup","yes",6937,2,"No",5,1,"Highly Urban/ Urban"
"324",404,4415,1,43,1,13,65779.4612836328,"No",190317.269441526,"Yes","z_F","Masters","Professional",28.762341446574,"Private",14850,1,"z_SUV","no",35737,3,"Yes",4,17,"Highly Urban/ Urban"
"325",405,6673,1,36,2,0,0,"No",0,"Yes","M","<High School","Student",26.0722453655005,"Private",12370,10,"Minivan","no",3373,2,"No",1,1,"Highly Urban/ Urban"
"326",406,6761,0,43,0,12,13348.7763299762,"No",140322.631561307,"Yes","M","<High School","Clerical",44.628466317853,"Commercial",9470,4,"Pickup","no",0,0,"No",3,6,"Highly Urban/ Urban"
"327",407,4368,0,38,2,11,43035.9988122908,"Yes",0,"z_No","M","z_High School","z_Blue Collar",48.6467755254373,"Commercial",9600,6,"Pickup","yes",4111,1,"No",0,4,"Highly Urban/ Urban"
"328",408,3084,0,53,0,0,0,"No",116797.116040188,"z_No","z_F","Bachelors","Home Maker",25.4730403921515,"Private",12380,1,"Minivan","no",29865,2,"No",0,12,"Highly Urban/ Urban"
"329",409,1043,0,43,1,0,0,"No",0,"Yes","M","z_High School","Student",27.0719948379854,"Commercial",7770,1,"Pickup","no",32562,1,"No",6,5,"z_Highly Rural/ Rural"
"330",411,3343,0,61,0,16,41801.2809162533,"No",210978.926304938,"Yes","z_F","z_High School","Clerical",26.3836647698873,"Commercial",19030,1,"Sports Car","no",8377,2,"No",6,7,"Highly Urban/ Urban"
"331",413,1793,0,61,0,9,28390.0618453305,"No",171804.856925266,"Yes","M","z_High School","z_Blue Collar",42.6985602704028,"Commercial",14350,7,"z_SUV","no",0,0,"No",2,11,"Highly Urban/ Urban"
"332",414,9470.13599490753,1,40,2,0,0,"Yes",0,"z_No","z_F","<High School","Home Maker",25.8275879542955,"Private",21340,1,"Minivan","no",0,0,"No",1,1,"Highly Urban/ Urban"
"333",415,5802,0,28,3,11,57417.0684342269,"Yes",144442.975694913,"z_No","z_F","Bachelors","z_Blue Collar",37.0771787369766,"Commercial",15640,1,"z_SUV","no",7628,2,"No",0,8,"Highly Urban/ Urban"
"334",416,2464.01660029457,0,67,0,13,45368.1495161871,"No",190398.640054759,"Yes","M","Bachelors","Professional",33.4406582199871,"Private",17760,4,"z_SUV","yes",0,0,"Yes",0,13,"Highly Urban/ Urban"
"335",417,6057,0,60,0,13,8250.49792400672,"No",113386.102823091,"Yes","M","z_High School","Student",14.2262142303512,"Commercial",8330,1,"Minivan","no",3730,1,"No",2,1,"Highly Urban/ Urban"
"336",418,5636.5045382624,0,22,0,0,0,"No",0,"z_No","z_F","z_High School","Home Maker",63.0656847770158,"Private",13520,4,"z_SUV","no",28386,2,"Yes",2,1,"Highly Urban/ Urban"
"337",419,1482,2,39,3,12,39619.3968864416,"No",183659.727017984,"Yes","z_F","z_High School","z_Blue Collar",42.038381071117,"Commercial",9360,13,"Sports Car","no",1218,2,"No",3,10,"Highly Urban/ Urban"
"338",421,3254,0,40,3,13,44430.6107799914,"No",178104.938791851,"Yes","z_F","z_High School","Clerical",46.6518432602118,"Private",12460,1,"z_SUV","no",0,0,"No",1,6,"z_Highly Rural/ Rural"
"339",422,6086,1,36,2,14,20926.374509348,"No",122045.803327427,"Yes","M","z_High School","Clerical",22.9809791659916,"Commercial",8390,6,"Pickup","no",1429,3,"No",0,1,"Highly Urban/ Urban"
"340",423,4197,0,42,0,13,58007.7900260771,"No",213886.648589606,"Yes","M","z_High School","z_Blue Collar",53.6184099867343,"Commercial",18610,1,"Minivan","no",0,0,"Yes",0,1,"Highly Urban/ Urban"
"341",424,5372,0,61,0,14,65774.5895085153,"No",199244.399974564,"Yes","M","Masters","Lawyer",56.9450747351052,"Private",28170,4,"Sports Car","yes",0,0,"Yes",4,18,"Highly Urban/ Urban"
"342",425,5132,0,48,0,11,53878.0969824166,"No",220705.241400286,"Yes","z_F","z_High School","Clerical",29.0349747754433,"Private",11690,1,"Sports Car","no",26114,3,"Yes",7,1,"Highly Urban/ Urban"
"343",426,664,0,44,2,14,82067.7298465948,"No",215343.897638361,"Yes","z_F","Bachelors","z_Blue Collar",25.5706817903805,"Commercial",8980,1,"z_SUV","no",4423,2,"No",0,12,"Highly Urban/ Urban"
"344",427,4085,0,28,1,9,NA,"Yes",0,"z_No","z_F","z_High School","z_Blue Collar",31.7489922520131,"Commercial",24560,7,"z_SUV","no",20778,3,"Yes",6,1,"Highly Urban/ Urban"
"345",428,6686,0,35,0,10,70273.9596396856,"No",0,"z_No","M","Masters","",31.5747607019369,"Commercial",12030,10,"Pickup","no",29205,3,"Yes",0,13,"Highly Urban/ Urban"
"346",429,3931,0,38,0,12,21119.2267269928,"No",136097.965669322,"z_No","M","<High School","z_Blue Collar",24.4136058033449,"Commercial",12180,10,"Pickup","no",3252,3,"No",4,4,"Highly Urban/ Urban"
"347",430,2593,0,40,0,12,2288.95318342817,"No",0,"z_No","z_F","z_High School","Student",21.1511465372605,"Private",5730,4,"z_SUV","no",0,0,"Yes",2,1,"Highly Urban/ Urban"
"348",431,1442,0,58,0,6,123288.370625616,"No",366423.951350672,"z_No","z_F","PhD","Doctor",25.3304710548549,"Private",7000,1,"z_SUV","no",50111,4,"Yes",1,17,"Highly Urban/ Urban"
"349",432,2908,0,34,0,11,76847.4971918458,"No",0,"z_No","M","Bachelors","Clerical",33.5919389848835,"Private",15870,4,"Minivan","no",0,0,"No",2,8,"z_Highly Rural/ Rural"
"350",433,2967,0,47,0,10,31456.3999557219,"No",148338.952158793,"z_No","z_F","z_High School","Clerical",56.0670860993781,"Private",1500,1,"z_SUV","no",3278,1,"No",3,1,"z_Highly Rural/ Rural"
"351",435,1026,0,47,0,6,25871.2151674739,"No",193683.313359685,"Yes","z_F","z_High School","z_Blue Collar",38.4131810647362,"Commercial",15330,1,"z_SUV","no",0,0,"Yes",6,9,"Highly Urban/ Urban"
"352",436,1342,0,44,2,NA,27039.3796237478,"Yes",0,"z_No","z_F","z_High School","Student",48.6713292157504,"Private",11270,6,"z_SUV","no",2189,2,"No",5,7,"Highly Urban/ Urban"
"353",437,5967,0,36,0,9,110873.021428577,"No",0,"z_No","M","Bachelors","z_Blue Collar",50.2879168523721,"Commercial",24730,6,"Panel Truck","yes",0,0,"No",0,7,"Highly Urban/ Urban"
"354",438,34301.6628016345,2,39,2,13,92000.4793829847,"No",301964.813376252,"Yes","M","Bachelors","Professional",50.1214041417948,"Private",14600,1,"Minivan","yes",6627,3,"No",2,1,"Highly Urban/ Urban"
"355",439,4344,1,39,2,13,31138.4204552497,"No",160202.352646552,"Yes","z_F","z_High School","Clerical",37.777139447597,"Private",9830,1,"z_SUV","no",4582,2,"No",5,1,"Highly Urban/ Urban"
"356",441,3444,0,NA,2,0,0,"Yes",0,"z_No","z_F","<High School","Home Maker",22.7419905749034,"Private",14500,1,"z_SUV","yes",0,0,"No",0,6,"Highly Urban/ Urban"
"357",442,4943,0,35,1,12,75164.6109176294,"No",253077.195691612,"Yes","z_F","Masters","Manager",31.6299831243537,"Private",11290,6,"Sports Car","no",0,0,"No",1,14,"Highly Urban/ Urban"
"358",443,18084.0297924342,0,49,0,7,225082.542884146,"No",0,"z_No","z_F","PhD","",53.1472763905956,"Commercial",50970,11,"Panel Truck","no",6364,1,"No",5,14,"Highly Urban/ Urban"
"359",444,5295,1,36,2,14,118971.300141799,"Yes",0,"z_No","M","Bachelors","Manager",44.1122429982682,"Commercial",31390,1,"Panel Truck","yes",0,0,"No",0,14,"Highly Urban/ Urban"
"360",445,7940.0382962449,0,54,0,0,0,"No",67587.408054775,"Yes","z_F","PhD","Home Maker",28.2200473422364,"Private",6900,1,"z_SUV","no",856,1,"No",4,13,"Highly Urban/ Urban"
"361",446,1914,0,56,0,16,44939.6980305995,"No",196891.284825522,"Yes","z_F","<High School","z_Blue Collar",38.6055017171062,"Private",15320,1,"z_SUV","no",0,0,"No",2,9,"Highly Urban/ Urban"
"362",447,1107,1,42,3,7,85819.4258897494,"No",262789.184593521,"Yes","M","Bachelors","z_Blue Collar",45.201894399564,"Commercial",5700,1,"Pickup","yes",5699,3,"No",1,14,"Highly Urban/ Urban"
"363",448,2161,0,23,4,9,5366.98064468598,"No",75781.7818234542,"Yes","z_F","z_High School","z_Blue Collar",13.560846817924,"Commercial",22550,7,"Minivan","yes",6027,3,"No",10,1,"Highly Urban/ Urban"
"364",449,2820,0,28,3,14,10518.2299448252,"Yes",107763.369174938,"z_No","z_F","z_High School","Home Maker",50.4219552509709,"Private",5800,4,"z_SUV","no",6755,1,"No",1,NA,"Highly Urban/ Urban"
"365",451,1448,0,43,0,15,NA,"No",229294.044588973,"Yes","z_F","z_High School","z_Blue Collar",17.8961766115814,"Commercial",20850,6,"Minivan","no",7946,1,"No",0,1,"Highly Urban/ Urban"
"366",452,5084,0,57,0,9,51060.1208157426,"No",NA,"z_No","M","Bachelors","Student",34.5090908210933,"Private",33220,1,"Minivan","yes",4678,3,"No",2,8,"Highly Urban/ Urban"
"367",454,9823.91912721608,0,27,1,13,43083.2696933385,"No",138247.403231755,"Yes","z_F","<High School","Clerical",28.7105114914877,"Commercial",20950,6,"Pickup","no",5737,3,"No",9,1,"Highly Urban/ Urban"
"368",455,4716,0,37,0,NA,109732.250798016,"No",0,"z_No","z_F","Masters","Lawyer",70.4317858260447,"Private",11740,1,"z_SUV","no",9883,1,"No",3,14,"Highly Urban/ Urban"
"369",456,4805.26812416249,0,50,0,15,41446.5167693982,"No",148330.167100298,"Yes","z_F","Bachelors","Manager",13.6565347668673,"Private",6500,1,"z_SUV","no",0,0,"No",0,7,"Highly Urban/ Urban"
"370",457,6132,0,51,0,8,NA,"No",96483.9280884006,"z_No","z_F","Masters","Home Maker",37.2687471089372,"Private",9530,1,"z_SUV","no",0,0,"Yes",0,17,"Highly Urban/ Urban"
"371",458,6535,0,50,0,6,55230.0400774622,"No",0,"z_No","z_F","z_High School","z_Blue Collar",36.0437473389583,"Commercial",24950,5,"Pickup","no",4997,3,"No",7,6,"Highly Urban/ Urban"
"372",459,2840,0,47,0,10,129926.279689387,"No",0,"z_No","M","Masters","Professional",61.5831504530924,"Commercial",19190,1,"Van","yes",0,0,"No",2,9,"Highly Urban/ Urban"
"373",460,464.375231291306,0,36,1,12,26587.0957262388,"Yes",0,"z_No","z_F","<High School","Clerical",45.2798844990379,"Private",5100,7,"z_SUV","no",4936,1,"No",5,1,"Highly Urban/ Urban"
"374",461,1842,0,34,1,13,79956.6778632039,"No",172460.531889818,"Yes","M","z_High School","z_Blue Collar",47.4902262133286,"Commercial",12510,12,"Minivan","no",0,0,"No",0,9,"Highly Urban/ Urban"
"375",462,5905,0,38,0,NA,17028.3945228958,"No",0,"z_No","z_F","z_High School","Clerical",26.0600000302181,"Private",14160,6,"z_SUV","no",5511,1,"No",0,1,"z_Highly Rural/ Rural"
"376",463,3609,0,57,0,15,44108.4454657558,"No",0,"z_No","z_F","z_High School","Student",44.7465402042621,"Commercial",21720,4,"z_SUV","no",0,0,"No",2,1,"Highly Urban/ Urban"
"377",467,6836,1,42,2,0,0,"No",97022.3047334692,"Yes","z_F","z_High School","Home Maker",39.3242757056611,"Private",14840,1,"z_SUV","no",6844,1,"No",1,1,"z_Highly Rural/ Rural"
"378",468,5138,0,56,0,12,277.989834274358,"No",91929.8006526019,"Yes","z_F","z_High School","Student",57.7911133286413,"Private",1530,6,"Sports Car","no",4611,2,"No",5,8,"Highly Urban/ Urban"
"379",469,2474,0,32,1,2,50521.7099496669,"Yes",0,"z_No","z_F","Bachelors","z_Blue Collar",15.4381688600114,"Commercial",9750,17,"z_SUV","no",6691,2,"No",6,9,"Highly Urban/ Urban"
"380",470,3366,0,47,0,12,21062.5960808316,"No",117381.332529042,"Yes","z_F","Bachelors","Clerical",41.8204767150819,"Commercial",20730,4,"Pickup","no",4652,2,"No",1,6,"Highly Urban/ Urban"
"381",471,5316,0,34,1,14,9699.14951643209,"No",107131.778279945,"Yes","z_F","<High School","Clerical",38.9151562623654,"Private",18120,4,"Minivan","no",6801,1,"No",3,7,"Highly Urban/ Urban"
"382",472,4347,0,36,1,8,40339.4157225209,"Yes",173090.351002338,"z_No","M","Bachelors","z_Blue Collar",41.0273796505315,"Commercial",22200,6,"Van","no",0,0,"No",3,8,"Highly Urban/ Urban"
"383",474,8701.62116787975,0,54,0,0,0,"No",0,"z_No","M","z_High School","Student",28.0320541649718,"Commercial",25020,7,"Minivan","yes",44429,3,"Yes",7,7,"Highly Urban/ Urban"
"384",475,4589,0,33,1,8,77718.5388476002,"Yes",0,"z_No","z_F","z_High School","z_Blue Collar",39.309844980383,"Commercial",9250,6,"z_SUV","no",0,0,"No",0,1,"Highly Urban/ Urban"
"385",477,1432,0,43,0,12,57711.8750174947,"No",NA,"Yes","M","Masters","Lawyer",23.8837486892507,"Private",7270,1,"Pickup","yes",0,0,"No",1,19,"Highly Urban/ Urban"
"386",480,6796,0,46,0,6,59926.8975320082,"No",0,"z_No","z_F","Masters","",24.0948339551475,"Commercial",19410,10,"Pickup","no",0,0,"Yes",0,11,"Highly Urban/ Urban"
"387",481,3405,0,51,0,11,43654.4104121074,"No",167541.384892701,"Yes","z_F","Bachelors","z_Blue Collar",38.2124849679743,"Commercial",11590,6,"Sports Car","no",4383,4,"No",0,11,"Highly Urban/ Urban"
"388",482,1498,2,37,2,11,16237.8605642144,"No",65154.8008259703,"Yes","M","<High School","Clerical",33.0139710171338,"Private",6820,6,"Pickup","yes",5612,4,"No",0,1,"Highly Urban/ Urban"
"389",483,7919,0,38,3,16,15889.356609526,"No",95776.2071488509,"Yes","z_F","<High School","Home Maker",45.6956448092683,"Commercial",30050,1,"Pickup","no",13182,1,"Yes",1,9,"Highly Urban/ Urban"
"390",484,1680,0,45,0,9,72702.1845789625,"No",221350.427812403,"z_No","M","z_High School","z_Blue Collar",43.1326521239388,"Commercial",13270,1,"Minivan","yes",4740,2,"No",5,6,"Highly Urban/ Urban"
"391",485,4252,0,62,1,15,68062.5409494219,"No",269613.667633634,"Yes","M","Bachelors","Professional",44.9924543024865,"Private",12620,1,"z_SUV","yes",34151,2,"Yes",3,1,"Highly Urban/ Urban"
"392",486,8374.34243729049,0,46,0,0,0,"No",111438.759740947,"Yes","z_F","<High School","Home Maker",29.2581442977865,"Private",6100,1,"z_SUV","no",0,0,"No",0,4,"Highly Urban/ Urban"
"393",487,19088.8787821533,0,26,4,9,45253.7620725207,"Yes",196145.938445984,"z_No","M","z_High School","z_Blue Collar",31.8686581943282,"Commercial",23270,7,"Minivan","yes",4567,1,"No",5,9,"Highly Urban/ Urban"
"394",488,3361,1,40,1,10,131449.398549834,"Yes",0,"z_No","z_F","Masters","",18.01797827287,"Commercial",31080,13,"Van","no",6895,3,"No",4,11,"Highly Urban/ Urban"
"395",489,2081,0,35,0,13,7162.672403877,"No",0,"z_No","M","z_High School","Student",49.9886509247788,"Commercial",6580,6,"Pickup","yes",0,0,"No",1,9,"Highly Urban/ Urban"
"396",490,7803.0846904183,0,39,0,11,79594.4173774961,"No",0,"z_No","M","Masters","Manager",28.5576870908405,"Commercial",20660,3,"Van","yes",2299,3,"No",5,NA,"Highly Urban/ Urban"
"397",491,5069,0,60,0,NA,32607.3615531308,"No",176838.804928946,"z_No","M","z_High School","Professional",30.898238591627,"Private",23360,4,"Minivan","no",0,0,"No",0,NA,"Highly Urban/ Urban"
"398",492,3865,0,42,0,12,52792.1534299955,"No",213472.622677838,"Yes","M","z_High School","z_Blue Collar",29.3590957113539,"Commercial",10980,1,"Pickup","yes",0,0,"No",0,8,"Highly Urban/ Urban"
"399",494,6597,0,52,0,7,132280.181189291,"No",388651.253238727,"Yes","z_F","Masters","Lawyer",33.1604097432367,"Private",27590,4,"Sports Car","no",0,0,"No",0,14,"Highly Urban/ Urban"
"400",495,5970,0,33,4,14,30504.1295575184,"Yes",0,"z_No","M","<High School","Clerical",32.9879139269708,"Private",7850,6,"Pickup","no",0,0,"No",0,NA,"Highly Urban/ Urban"
"401",496,1133,0,25,1,12,17351.8548969237,"Yes",112808.156656408,"z_No","z_F","<High School","z_Blue Collar",9.12014746640838,"Private",9250,14,"z_SUV","no",0,0,"No",0,6,"Highly Urban/ Urban"
"402",498,3997,0,40,0,12,108058.836439168,"No",0,"z_No","M","Bachelors","Professional",29.2819383848179,"Commercial",22070,4,"Van","yes",0,0,"No",2,11,"Highly Urban/ Urban"
"403",499,4521,0,53,0,11,58691.0508725705,"No",255523.560398054,"z_No","z_F","Masters","Lawyer",5,"Private",12670,6,"Minivan","no",1208,1,"No",3,15,"Highly Urban/ Urban"
"404",500,4805,0,50,0,9,78082.9272597274,"No",0,"z_No","M","Masters","",31.8208957974038,"Commercial",19310,4,"Van","yes",27959,1,"No",0,1,"Highly Urban/ Urban"
"405",501,315.834189765858,1,36,2,16,40983.2958683599,"No",142139.448503658,"Yes","z_F","<High School","z_Blue Collar",5,"Private",33960,4,"Sports Car","no",1200,2,"No",7,1,"Highly Urban/ Urban"
"406",502,3858,0,46,0,8,75614.0751518322,"No",188803.895759347,"Yes","M","Masters","Manager",34.5418297719763,"Private",13660,4,"Minivan","yes",0,0,"No",3,14,"Highly Urban/ Urban"
"407",506,1465,0,51,0,13,46569.8796585602,"No",0,"z_No","z_F","Masters","Lawyer",59.499890080913,"Private",35990,10,"Minivan","no",0,0,"No",0,17,"Highly Urban/ Urban"
"408",508,3172,0,27,4,0,0,"No",0,"Yes","M","z_High School","Student",44.750705869873,"Commercial",4400,7,"Minivan","no",0,0,"Yes",1,1,"Highly Urban/ Urban"
"409",509,4206,0,30,4,12,58247.9952245771,"Yes",0,"z_No","M","PhD","",25.0514155719712,"Private",21760,7,"Minivan","no",9533,1,"Yes",4,17,"Highly Urban/ Urban"
"410",510,1069,0,35,2,16,26127.345682605,"No",150057.920182657,"Yes","z_F","z_High School","Clerical",42.0351676655346,"Private",23690,1,"Minivan","no",9633,3,"No",8,1,"Highly Urban/ Urban"
"411",511,8331,0,46,0,11,43651.4424111769,"No",128478.229924465,"Yes","z_F","z_High School","Clerical",25.4379295786037,"Private",15250,4,"z_SUV","no",6391,3,"No",4,1,"Highly Urban/ Urban"
"412",512,5141,0,58,0,0,0,"No",0,"Yes","z_F","z_High School","Student",8.97870800295952,"Commercial",7300,1,"z_SUV","no",0,0,"Yes",4,1,"Highly Urban/ Urban"
"413",514,4541,3,38,3,14,60853.8108287348,"No",NA,"Yes","M","Masters","",26.5991980577513,"Commercial",29170,6,"Panel Truck","yes",0,0,"No",4,NA,"Highly Urban/ Urban"
"414",515,5101,0,41,0,NA,0,"No",78794.0804536934,"z_No","z_F","Bachelors","Home Maker",43.3738712804403,"Private",12450,15,"z_SUV","no",0,0,"No",1,11,"Highly Urban/ Urban"
"415",516,1479,0,24,0,8,40245.2770231799,"No",98218.4568663795,"Yes","z_F","z_High School","Clerical",34.1465977078552,"Private",7920,7,"Sports Car","yes",1836,1,"No",9,8,"Highly Urban/ Urban"
"416",517,5015,0,38,0,NA,69530.2431337567,"No",224446.540344556,"Yes","M","z_High School","z_Blue Collar",43.935551861478,"Commercial",5200,1,"Pickup","yes",48188,3,"Yes",4,7,"Highly Urban/ Urban"
"417",518,1682.19453479307,0,34,3,14,54207.6506924866,"No",194464.917367051,"Yes","M","Bachelors","Professional",48.9880625423787,"Private",17200,1,"Van","no",0,0,"No",4,1,"Highly Urban/ Urban"
"418",520,2664,0,54,0,0,0,"No",0,"Yes","z_F","Bachelors","Student",48.9217597956735,"Commercial",6900,14,"z_SUV","no",0,0,"No",0,13,"z_Highly Rural/ Rural"
"419",523,7055,0,51,0,6,50048.9633691268,"No",0,"z_No","M","z_High School","z_Blue Collar",48.8506622281253,"Commercial",12820,6,"Minivan","yes",0,0,"Yes",0,1,"Highly Urban/ Urban"
"420",524,1101.92770921625,0,32,1,13,57582.8176098722,"No",213828.012412782,"Yes","z_F","z_High School","z_Blue Collar",36.1214748844285,"Commercial",15950,4,"z_SUV","no",4365,3,"No",1,9,"Highly Urban/ Urban"
"421",525,3440,0,45,3,15,7680.3813378025,"No",0,"Yes","M","<High School","Student",49.365495758665,"Private",2270,1,"Minivan","yes",0,0,"No",5,5,"Highly Urban/ Urban"
"422",526,5175,0,27,1,NA,40201.7526463744,"No",172176.731220716,"Yes","M","z_High School","z_Blue Collar",18.2706710888901,"Commercial",4200,9,"Minivan","yes",3045,1,"No",2,NA,"Highly Urban/ Urban"
"423",527,2850,0,43,0,NA,49532.9318077444,"No",255385.848988825,"Yes","z_F","z_High School","z_Blue Collar",19.5304722504046,"Commercial",7110,4,"z_SUV","no",0,0,"No",0,1,"Highly Urban/ Urban"
"424",528,3193,0,41,0,11,69637.8448106756,"No",216395.272413094,"z_No","M","Masters","Manager",44.6277868580987,"Private",12560,1,"Minivan","yes",0,0,"No",0,19,"Highly Urban/ Urban"
"425",529,3764,0,50,0,8,34928.3964316239,"No",0,"z_No","z_F","Masters","Manager",26.7899099673453,"Private",12700,4,"Sports Car","no",22345,2,"No",0,13,"Highly Urban/ Urban"
"426",530,3310,0,24,2,12,11215.2040276701,"Yes",0,"z_No","M","z_High School","Student",32.483507364991,"Commercial",5020,4,"Pickup","yes",1122,4,"No",8,8,"Highly Urban/ Urban"
"427",531,4704,0,28,1,9,20851.8920732574,"No",123108.537553383,"Yes","z_F","z_High School","Home Maker",5,"Private",6390,1,"Sports Car","no",8413,2,"No",3,1,"Highly Urban/ Urban"
"428",532,845,0,28,3,13,38459.9014865743,"No",135988.20636003,"Yes","M","<High School","z_Blue Collar",49.1991359142517,"Commercial",18640,1,"Van","yes",0,0,"No",0,NA,"Highly Urban/ Urban"
"429",533,5297.19052109977,0,37,0,11,48736.8933215442,"No",224514.547225807,"Yes","M","Bachelors","z_Blue Collar",31.5021570790431,"Commercial",5200,10,"Pickup","no",0,0,"Yes",6,NA,"Highly Urban/ Urban"
"430",534,2719,0,58,0,NA,8190.81371416796,"No",NA,"Yes","M","Masters","Lawyer",32.8197021669255,"Private",1500,9,"Minivan","no",8786,2,"No",2,16,"Highly Urban/ Urban"
"431",535,1911,0,45,1,12,91347.3957156687,"No",301304.011202457,"Yes","M","Masters","Manager",37.4167503383615,"Private",17130,7,"Van","yes",0,0,"No",0,14,"Highly Urban/ Urban"
"432",536,61678.1518068467,0,42,0,7,76034.0503916099,"No",0,"z_No","z_F","z_High School","z_Blue Collar",38.5701291813726,"Commercial",11880,1,"z_SUV","no",0,0,"Yes",0,5,"Highly Urban/ Urban"
"433",537,3143,0,42,0,10,34760.4957701582,"No",NA,"z_No","M","Bachelors","Clerical",21.687879558496,"Commercial",24060,4,"Minivan","yes",5608,2,"No",5,6,"Highly Urban/ Urban"
"434",538,3348,0,37,0,12,42797.0970529012,"No",0,"z_No","z_F","z_High School","z_Blue Collar",30.5573039164647,"Commercial",27140,1,"Minivan","no",0,0,"No",1,9,"Highly Urban/ Urban"
"435",539,9467,0,37,0,12,14023.5567978866,"No",64600.2922392061,"Yes","z_F","<High School","Clerical",26.1029753332118,"Private",15820,4,"Minivan","yes",5697,4,"No",2,6,"Highly Urban/ Urban"
"436",540,1729,0,34,0,7,18211.4383203244,"No",0,"z_No","z_F","z_High School","Clerical",19.6889676963754,"Private",6720,4,"z_SUV","no",3050,2,"No",3,1,"Highly Urban/ Urban"
"437",541,2912,0,25,2,12,47995.8110714777,"Yes",159776.406196808,"z_No","M","z_High School","Clerical",5,"Commercial",8800,7,"Pickup","no",0,0,"No",3,9,"Highly Urban/ Urban"
"438",542,3107,0,41,0,8,95165.7400727276,"No",306407.294035644,"z_No","M","Bachelors","Professional",57.0888922236191,"Commercial",21690,6,"Van","yes",11742,3,"No",6,8,"Highly Urban/ Urban"
"439",543,159.150920167175,0,56,0,13,40355.4138902941,"No",192565.694361803,"z_No","M","z_High School","z_Blue Collar",9.57092613837518,"Commercial",2690,6,"Minivan","yes",0,0,"No",0,1,"z_Highly Rural/ Rural"
"440",544,1200,0,60,0,13,54709.7414189319,"No",190363.706550795,"Yes","z_F","Masters","Lawyer",5.52808126385373,"Private",17100,1,"z_SUV","no",0,0,"No",2,NA,"Highly Urban/ Urban"
"441",546,3235,0,57,2,0,0,"No",82024.0055285532,"Yes","z_F","Bachelors","Home Maker",14.4657684935857,"Private",1500,6,"z_SUV","no",8694,3,"No",1,5,"Highly Urban/ Urban"
"442",547,3027,0,47,0,0,0,"No",52928.7239245852,"Yes","z_F","Bachelors","Home Maker",51.8591400957434,"Private",6430,1,"z_SUV","no",8376,1,"No",6,12,"Highly Urban/ Urban"
"443",548,3766,1,39,2,11,10665.5298213518,"No",0,"Yes","z_F","z_High School","Student",9.7450444504088,"Private",5600,1,"z_SUV","no",0,0,"No",2,6,"Highly Urban/ Urban"
